,Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,liveness,Loudness,Speechiness,Tempo,Time_signature,Key,Duration_ms,Mode,Speechiness.1,Valence
576,Julia Says,Picture This (20th Anniversary Edition),Wet Wet Wet,1995-04-10,250160,1,0.214,0.49,0.621,0.0,0.202,-6.99,0.0248,74.876,0,11,250160,1,0.0248,0.315
577,Thank You,II,Boyz II Men,1994-08-30,275200,0,0.0159,0.678,0.719,0.0,0.0182,-8.915,0.0772,95.133,0,11,275200,0,0.0772,0.92
578,'Til You Do Me Right,Reflections,After 7,1995-01-01,295000,0,0.306,0.663,0.462,0.0,0.0687,-8.784,0.0252,76.794,0,8,295000,0,0.0252,0.431
579,Dreamer - Janice Robinson Vocal,Don’t Stop Movin’,Livin' Joy,1997-01-01,223535,1,0.0131,0.74,0.762,0.0,0.283,-7.166,0.0418,127.372,0,11,223535,0,0.0418,0.832
580,I Was Born To Love You - 2011 Remaster,Made In Heaven (2011 Remaster),Queen,1995-11-06,289813,0,0.0833,0.449,0.908,0.0,0.0971,-6.131,0.0853,139.083,0,7,289813,1,0.0853,0.495
581,It's Oh So Quiet,Post,Björk,1995-06-13,218733,1,0.652,0.461,0.129,0.0,0.07,-14.189,0.0565,129.19,0,11,218733,1,0.0565,0.246
582,Scream,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,278293,1,0.0745,0.805,0.942,1.46e-05,0.415,-6.584,0.0905,106.525,0,11,278293,1,0.0905,0.608
583,Key To My Life - Radio Edit,Said And Done,Boyzone,1995-08-21,224160,0,0.27,0.414,0.496,0.0,0.283,-12.431,0.0326,176.103,0,5,224160,1,0.0326,0.332
584,Be My Lover,Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton),La Bouche,2003-03-28,240866,1,0.00283,0.658,0.963,2.38e-06,0.951,-3.283,0.0326,134.798,0,7,240867,0,0.0326,0.793
585,Diggin' On You,Crazysexycool,TLC,1994-11-15,254560,1,0.0235,0.719,0.631,0.702,0.0686,-7.411,0.0451,80.127,0,7,254560,1,0.0451,0.456
586,Anything,Brotherhood,3T,1995-10-01,321000,1,0.43,0.686,0.454,0.00021,0.286,-10.928,0.0328,131.977,0,9,321000,0,0.0328,0.645
587,In The Summertime,Boombastic,Shaggy,1995-07-11,238360,1,0.253,0.734,0.684,0.0,0.0497,-13.822,0.227,173.607,0,7,238360,1,0.227,0.962
588,Try Me Out,The Rhythm of the Night,Corona,1994,206880,0,0.0489,0.753,0.77,0.000397,0.251,-8.655,0.035,130.977,0,4,206880,0,0.035,0.558
589,Earth Song,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,406040,1,0.482,0.501,0.439,0.000117,0.087,-7.521,0.0313,138.377,0,11,406040,0,0.0313,0.145
590,The Bomb! (These Sounds Fall Into My Mind) - Radio Edit,The Bomb (These Sounds Fall Into My Mind),The Bucketheads,1995-01-01,202825,1,0.00193,0.788,0.875,0.536,0.107,-3.742,0.0339,125.918,0,5,202825,0,0.0339,0.936
591,Don't Take It Personal (Just One of Dem Days),Miss Thang,Monica,1995-07-18,258466,1,0.00864,0.731,0.355,5.14e-05,0.0579,-12.741,0.0603,175.72,0,7,258467,1,0.0603,0.529
592,Red Light Special,Crazysexycool,TLC,1994-11-15,303960,1,0.205,0.52,0.449,0.000687,0.191,-8.957,0.0331,189.243,2,11,303960,0,0.0331,0.364
593,Thunder,Up All Night,East 17,1995-01-01,294040,0,0.2,0.584,0.8,0.0,0.133,-8.327,0.0545,86.859,0,11,294040,1,0.0545,0.512
594,Boom Boom Boom - Don't Break My Balls Mix,1 Polish 2 Biscuits & a Fish Sandwich,The Outhere Brothers,1994-01-01,253200,1,0.0056,0.755,0.804,9.73e-05,0.173,-8.931,0.188,129.916,0,4,253200,1,0.188,0.647
595,Believe,Made In England,Elton John,1995-03-17,295493,0,0.191,0.497,0.523,0.000102,0.141,-9.306,0.0307,138.061,0,11,295493,0,0.0307,0.194
596,Baby,Brandy,Brandy,1994,313293,0,0.0236,0.807,0.651,6.65e-06,0.174,-6.714,0.0477,91.028,0,11,313293,0,0.0477,0.829
597,I've Got a Little Something for You,The Best Of Dance,Various Artists,2000-08-04,219560,0,0.062,0.694,0.823,1.15e-06,0.345,-9.239,0.0423,101.827,0,4,219560,1,0.0423,0.731
598,This Ain't A Love Song,These Days,Bon Jovi,1995-06-27,306240,1,0.0932,0.348,0.635,0.0,0.126,-6.836,0.0386,87.974,2,8,306240,1,0.0386,0.144
599,You Are Not Alone,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,345600,1,0.639,0.651,0.402,7.73e-05,0.0765,-9.303,0.028,119.873,0,10,345600,1,0.028,0.258
600,Wannabe,Spice,Spice Girls,1996-01-01,173026,1,0.101,0.768,0.864,0.0,0.162,-6.145,0.0324,110.008,0,10,173027,1,0.0324,0.891
601,Don't Speak,Tragic Kingdom,No Doubt,1995-10-10,263000,0,0.24,0.522,0.707,2.04e-05,0.156,-7.113,0.0354,76.05,0,11,263000,0,0.0354,0.572
602,Always Be My Baby,Daydream,Mariah Carey,1995-10-03,258133,1,0.457,0.65,0.531,0.0,0.249,-8.335,0.0364,78.946,0,8,258133,1,0.0364,0.487
603,Killing Me Softly With His Song,The Score (Expanded Edition),Fugees,1996-02-13,298773,1,0.0279,0.765,0.29,0.0,0.571,-17.117,0.139,92.409,0,8,298773,0,0.139,0.506
604,Ironic - 2015 Remaster,Jagged Little Pill (2015 Remaster),Alanis Morissette,1995,230000,1,0.218,0.408,0.582,0.0,0.159,-8.305,0.0508,114.926,1,10,230000,1,0.0508,0.365
605,Quit Playing Games (With My Heart),Backstreet Boys,Backstreet Boys,1996-05-06,232666,1,0.0559,0.8,0.825,2.18e-06,0.141,-6.552,0.034,100.035,0,10,232667,0,0.034,0.903
606,It's All Coming Back to Me Now,Falling into You,Céline Dion,1996-02-28,456866,1,0.753,0.384,0.438,0.0,0.101,-9.149,0.0362,87.903,0,11,456867,1,0.0362,0.287
607,Everyday Is A Winding Road,Sheryl Crow,Sheryl Crow,1996-09-24,256826,1,0.0393,0.598,0.668,4.68e-05,0.219,-8.312,0.0408,112.929,0,7,256827,1,0.0408,0.733
608,I Love You Always Forever,Now in a Minute,Donna Lewis,1996-04-16,239960,1,0.627,0.744,0.453,0.421,0.0898,-11.977,0.0348,103.773,0,11,239960,1,0.0348,0.122
609,You Learn - 2015 Remaster,Jagged Little Pill (2015 Remaster),Alanis Morissette,1995,239640,1,0.00415,0.401,0.706,0.0,0.0916,-7.554,0.0404,168.669,0,7,239640,1,0.0404,0.458
610,Say You'll Be There,Spice,Spice Girls,1996-01-01,235973,1,0.0149,0.726,0.679,1.49e-06,0.0837,-6.219,0.0473,107.02,0,7,235973,1,0.0473,0.751
611,Ooh Ahh... Just A Little Bit,Ooh Ahh... Just A Little Bit (Re-record) - Single,Gina G.,2003-03-03,178493,0,0.0494,0.648,0.908,0.587,0.0743,-6.949,0.0321,134.981,0,7,178493,1,0.0321,0.789
612,Change the World,Clapton Chronicles: The Best of Eric Clapton,Eric Clapton,1999-10-12,234866,1,0.492,0.721,0.558,0.00563,0.113,-8.8,0.0246,96.887,0,5,234867,1,0.0246,0.542
613,Don't Look Back in Anger,(What's the Story) Morning Glory?,Oasis,1995-10-02,287826,0,0.0303,0.349,0.913,8.06e-06,0.12,-3.603,0.0691,164.005,0,11,287827,1,0.0691,0.225
614,"Because You Loved Me (Theme from ""Up Close and Personal"")",Falling into You,Céline Dion,1996-02-28,273666,1,0.314,0.615,0.467,0.0,0.099,-9.883,0.0327,119.919,0,7,273667,1,0.0327,0.177
615,If It Makes You Happy,Sheryl Crow,Sheryl Crow,1996-09-24,324840,1,0.0409,0.541,0.692,0.000178,0.108,-7.056,0.0278,95.446,0,4,324840,1,0.0278,0.303
616,One by One,It's a Man's World,Cher,1995-11-06,302426,0,0.0113,0.639,0.763,3.34e-05,0.401,-5.333,0.0248,110.977,0,11,302427,0,0.0248,0.603
617,2 Become 1,Spice,Spice Girls,1996-01-01,241026,1,0.326,0.646,0.665,1.97e-05,0.238,-7.878,0.0268,143.966,0,7,241027,1,0.0268,0.7
618,How Bizarre,How Bizarre (Deluxe),OMC,1996,225699,1,0.247,0.772,0.705,0.0,0.23,-6.255,0.0411,124.908,0,11,225700,1,0.0411,0.834
619,You Oughta Know - 2015 Remaster,Jagged Little Pill (2015 Remaster),Alanis Morissette,1995,249493,1,0.21,0.665,0.834,0.0,0.452,-7.737,0.0576,105.292,0,8,249493,1,0.0576,0.411
620,Return of the Mack,Return of the Mack,Mark Morrison,1996-04-22,213093,1,0.00631,0.715,0.833,0.0,0.164,-5.379,0.108,95.487,0,8,213093,1,0.108,0.612
621,"Fastlove, Pt. 1",Older,George Michael,1996-05-13,324666,1,0.052,0.735,0.64,0.00102,0.345,-7.522,0.072,104.444,0,9,324667,0,0.072,0.551
622,Sexy Eyes,Whigfield 1,Whigfield,1995-05-04,238184,1,0.000256,0.695,0.765,0.578,0.409,-10.588,0.0305,131.201,0,10,238185,1,0.0305,0.854
623,You Were Meant For Me,Pieces Of You,Jewel,1995-02-28,254480,0,0.791,0.582,0.33,1.48e-06,0.105,-7.928,0.0347,111.873,0,7,254480,1,0.0347,0.407
624,Lovefool,First Band On The Moon (Remastered),The Cardigans,1996-01-01,193953,1,0.0344,0.704,0.636,0.0,0.35,-6.029,0.0252,111.845,0,5,193953,1,0.0252,0.89
625,The Only Thing That Looks Good On Me Is You,18 Til I Die,Bryan Adams,1996-06-04,217266,0,0.0532,0.639,0.933,0.0,0.457,-4.449,0.0366,118.893,0,4,217267,1,0.0366,0.96
626,Follow You Down - Edit,Follow You Down,Gin Blossoms,1996-01-01,227706,1,0.0121,0.49,0.883,0.0,0.0635,-8.736,0.0423,155.832,0,8,227707,0,0.0423,0.684
627,Virtual Insanity - Remastered,Travelling Without Moving (Remastered),Jamiroquai,1996-09-09,340906,1,0.171,0.618,0.893,3.17e-05,0.285,-6.475,0.109,91.972,0,7,340907,1,0.109,0.515
628,"I Am, I Feel",Alisha Rules The World,Alisha's Attic,1996-01-01,240466,0,0.122,0.479,0.858,3.16e-06,0.474,-4.579,0.0626,82.248,0,8,240467,1,0.0626,0.816
629,Rotterdam (Or Anywhere),Blue Is The Colour,The Beautiful South,1996-01-01,215893,1,0.327,0.724,0.585,2.38e-06,0.139,-7.68,0.0312,108.114,0,11,215893,1,0.0312,0.525
630,No Diggity,Another Level,Blackstreet,1996-09-09,304600,1,0.303,0.867,0.646,0.0,0.279,-4.674,0.288,88.634,0,7,304600,0,0.288,0.67
631,Give Me A Little More Time,Gabrielle,Gabrielle,1996-01-01,294506,1,0.0884,0.61,0.619,0.0084,0.0672,-7.341,0.0232,92.32,0,9,294507,1,0.0232,0.564
632,Words,A Different Beat,Boyzone,1996-10-28,241720,1,0.0265,0.391,0.501,8.29e-06,0.0912,-9.689,0.0283,163.977,0,5,241720,1,0.0283,0.204
633,Forever Love,Open Road,Gary Barlow,1997-05-19,290960,1,0.868,0.584,0.137,0.00283,0.133,-16.267,0.0266,90.015,0,4,290960,1,0.0266,0.14
634,Where Do You Go,My Promise,No Mercy,1996-10-05,272093,1,0.0346,0.734,0.828,0.118,0.071,-11.018,0.0318,127.06,0,9,272093,0,0.0318,0.964
635,You're Gorgeous,Ugly Beautiful,Babybird,1996-10-21,222440,1,0.247,0.576,0.687,0.0,0.359,-7.434,0.0341,123.614,0,11,222440,1,0.0341,0.278
636,If You Ever,Gabrielle,Gabrielle,1996-01-01,254893,0,0.179,0.58,0.675,0.0,0.312,-8.843,0.0335,140.046,0,11,254893,0,0.0335,0.572
637,Good Enough,Free Peace Sweet,Dodgy,1996-01-01,241306,1,0.00111,0.578,0.967,0.000569,0.34,-6.02,0.0604,111.735,0,11,241307,1,0.0604,0.736
638,I Finally Found Someone (feat. Bryan Adams),The Mirror Has Two Faces - Music From The Motion Picture,Barbra Streisand,1996-10-15,221973,1,0.677,0.568,0.224,0.0,0.127,-15.069,0.0296,138.964,0,7,221973,1,0.0296,0.0709
639,How Deep Is Your Love,Never Forget: The Ultimate Collection,Take That,2005-11-14,220813,1,0.698,0.785,0.451,0.000521,0.176,-11.731,0.0258,99.995,0,8,220813,1,0.0258,0.414
640,Til I Hear It From You,Til I Hear It From You,Gin Blossoms,1996-01-01,232466,1,0.08,0.578,0.764,0.0,0.291,-7.997,0.0294,124.417,0,5,232467,1,0.0294,0.722
641,Nobody Knows,Words,The Tony Rich Project,1996-01-16,306933,1,0.509,0.64,0.433,5.16e-06,0.103,-9.432,0.0375,176.088,0,11,306933,1,0.0375,0.25
642,Hush,Kollected - The Best Of Kula Shaker,Kula Shaker,1992,174786,1,0.000251,0.484,0.852,1.05e-06,0.0761,-6.83,0.0451,117.792,0,7,174787,1,0.0451,0.806
643,One Headlight,Bringing Down The Horse,The Wallflowers,1996-01-01,312626,1,0.000655,0.701,0.539,0.005,0.0589,-8.968,0.0277,107.531,0,8,312627,1,0.0277,0.752
644,We've Got It Goin' On - Radio Edit,Backstreet Boys,Backstreet Boys,1996-05-06,219466,1,0.0953,0.757,0.868,0.0,0.244,-4.986,0.0358,112.973,0,11,219467,0,0.0358,0.929
645,If You Could Only See,Lemon Parade,Tonic,1996-07-15,261519,1,0.00264,0.433,0.946,0.0,0.198,-5.138,0.0398,95.169,0,9,261520,0,0.0398,0.578
646,Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,Waiting To Exhale,Various Artists,1995-11-14,292066,0,0.245,0.796,0.515,0.00196,0.0515,-8.083,0.0276,93.278,0,7,292067,0,0.0276,0.9
647,The Day We Caught The Train,Moseley Shoals,Ocean Colour Scene,1996-01-01,186066,1,0.0537,0.516,0.651,0.0,0.256,-7.76,0.0386,88.628,0,8,186067,1,0.0386,0.483
648,Barely Breathing,Duncan Sheik,Duncan Sheik,1996,254546,1,0.0281,0.482,0.807,0.0,0.177,-6.976,0.0457,187.918,0,11,254547,1,0.0457,0.516
649,Firestarter,The Fat of the Land - Expanded Edition,The Prodigy,1997,279800,0,0.00339,0.534,0.946,0.442,0.164,-5.167,0.0793,141.517,0,10,279800,1,0.0793,0.379
650,Macarena - Bayside Boys Remix,Fiesta Macarena,Los Del Rio,1996-04-29,252133,1,0.249,0.741,0.868,2.19e-06,0.0945,-8.589,0.0527,103.201,0,7,251797,1,0.0527,0.947
651,A Design for Life - Remastered,Everything Must Go 10th Anniversary Edition,Manic Street Preachers,1996-05-20,257640,1,0.000811,0.184,0.841,4.47e-05,0.0422,-4.723,0.0468,88.224,0,11,257640,1,0.0468,0.349
652,Setting Sun,Dig Your Own Hole,The Chemical Brothers,1997-01-01,328733,0,0.000738,0.446,0.995,0.13,0.354,-1.169,0.223,135.041,0,7,328733,1,0.223,0.248
653,One Of Us - Short Version,The Best Of Joan Osborne 20th Century Masters The Millennium Collection,Joan Osborne,2007-01-01,302786,1,0.00871,0.469,0.561,5.05e-06,0.337,-7.596,0.0251,87.629,0,5,302787,1,0.0251,0.356
654,California Love - Original Version,Greatest Hits,2Pac,1998-01-01,284906,1,0.0304,0.763,0.85,1.21e-06,0.371,-3.052,0.0417,91.519,0,4,284907,1,0.0417,0.761
655,One and One - Radio,Dreamland,Robert Miles,1996-05-21,236226,0,0.0436,0.64,0.727,0.00161,0.641,-9.532,0.0297,120.061,0,8,236227,0,0.0297,0.76
656,Counting Blue Cars (Tell Me Your Thoughts On God),20 #1’s: Alternative Rock,Various Artists,2015-12-18,290520,0,0.0065,0.462,0.786,4.31e-05,0.27,-4.361,0.028,100.353,0,8,290520,1,0.028,0.388
657,Un-Break My Heart,Secrets,Toni Braxton,1996-06-18,270333,1,0.412,0.625,0.426,0.0,0.116,-8.4,0.0271,110.021,0,8,270333,0,0.0271,0.112
658,Have You Ever Really Loved A Woman?,18 Til I Die,Bryan Adams,1996-06-04,291666,1,0.536,0.57,0.478,1.33e-05,0.0931,-10.185,0.0322,145.517,2,4,291667,1,0.0322,0.358
659,Freedom - Radio Edit,In And Out Of Consciousness: Greatest Hits 1990 - 2010,Robbie Williams,2010-01-01,258933,0,0.0162,0.633,0.967,0.0,0.355,-3.954,0.0426,93.312,0,4,258934,1,0.0426,0.863
660,What I Got,Sublime,Sublime,1996-07-30,170906,1,0.00877,0.804,0.696,0.000985,0.314,-7.47,0.0899,95.721,0,4,170907,1,0.0899,0.657
661,That Girl,Man With The Fun,Maxi Priest,1996-01-01,240893,0,0.059,0.68,0.685,0.0,0.318,-7.343,0.142,138.716,0,11,240893,0,0.142,0.619
662,All By Myself,Falling into You,Céline Dion,1996-02-28,312306,1,0.35,0.344,0.325,0.0223,0.0686,-10.005,0.0287,118.515,0,10,312307,0,0.0287,0.0775
663,Let's Make A Night To Remember,18 Til I Die,Bryan Adams,1996-06-04,378906,1,0.205,0.469,0.621,0.000776,0.135,-6.763,0.0253,175.906,0,11,378907,1,0.0253,0.395
664,Spaceman,The Boy With The X-Ray Eyes,Babylon Zoo,1996-02-05,242493,0,0.0161,0.46,0.873,4.27e-05,0.255,-7.96,0.0602,146.247,0,11,242493,1,0.0602,0.485
665,You're Makin' Me High,Secrets,Toni Braxton,1996-06-18,267440,1,0.0118,0.853,0.563,2.12e-05,0.119,-8.663,0.0379,92.112,0,9,267440,0,0.0379,0.893
666,1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,266200,1,0.0163,0.767,0.787,0.583,0.0513,-9.897,0.0331,126.879,0,11,266200,1,0.0331,0.964
667,Flava,Natural (Eastwest Release),Peter Andre,1997-01-10,232546,0,0.00763,0.655,0.834,9.79e-05,0.16,-8.337,0.0547,103.617,0,10,232546,0,0.0547,0.657
668,Bellissima - Radio Edit,Ten Top10 90s Hits,Various Artists,2017-02-06,194560,0,0.0023,0.786,0.993,0.748,0.0721,-7.398,0.0337,136.012,0,11,194560,1,0.0337,0.613
669,Santeria,Sublime,Sublime,1996-07-30,182746,1,0.0268,0.682,0.765,3.42e-05,0.188,-5.021,0.0395,90.807,0,7,182747,0,0.0395,0.567
670,Tha Crossroads,E. 1999 Eternal,Bone Thugs-N-Harmony,1995-07-25,223546,1,0.0856,0.679,0.509,0.0,0.438,-7.31,0.0617,144.29,0,8,223547,1,0.0617,0.534
671,Don't Stop Movin' - Radio Mix,Don’t Stop Movin’,Livin' Joy,1997-01-01,215226,1,0.0287,0.704,0.722,0.00341,0.297,-10.815,0.0446,129.992,0,8,215227,0,0.0446,0.859
672,Falling Into You,Falling into You,Céline Dion,1996-02-28,258239,1,0.382,0.371,0.505,0.0,0.115,-9.052,0.0314,193.246,0,8,258240,0,0.0314,0.564
673,Insomnia - Radio Edit,100 90'er Hits,Various Artists,2009-09-21,213546,0,0.0352,0.71,0.757,0.00306,0.138,-10.636,0.0302,127.107,0,4,213547,1,0.0302,0.492
674,What's Love Got To Do With It,Take A Look Over Your Shoulder (Reality),Warren G,1997-03-25,255040,1,0.205,0.887,0.547,0.0,0.176,-9.474,0.264,96.847,0,7,255040,1,0.264,0.592
675,Children,Children (Dance Vault Mixes),Robert Miles,1996-07-11,243266,1,0.000298,0.604,0.755,0.817,0.0625,-10.761,0.0337,137.064,0,11,243267,1,0.0337,0.387
676,María - Pablo Flores Spanglish Radio Edit,Ricky Martin,Ricky Martin,1999,271266,1,0.00365,0.707,0.921,2.16e-06,0.0362,-7.384,0.0819,126.869,0,5,271267,0,0.0819,0.685
677,Ain't That Just the Way - Radio Edit,Ain't That Just The Way,Lutricia McNeal,1996,204333,0,0.0692,0.712,0.728,3.01e-06,0.145,-7.663,0.273,173.894,0,4,204333,1,0.273,0.773
678,Fire Water Burn,One Fierce Beer Coaster,Bloodhound Gang,1996-01-01,291800,1,0.0682,0.687,0.565,0.599,0.101,-9.613,0.0316,97.084,0,4,291800,1,0.0316,0.613
679,Born Slippy (Nuxx),1992 - 2012,Underworld,2014-01-01,456480,1,0.00106,0.576,0.953,0.49,0.474,-8.968,0.0362,140.042,0,9,456480,1,0.0362,0.303
680,Cold Rock a Party,Bad As I Wanna B,MC Lyte,1996,247306,1,0.192,0.896,0.744,1.19e-06,0.108,-5.239,0.246,92.91,0,10,247307,0,0.246,0.744
681,When You're Gone,To The Faithful Departed,The Cranberries,1996-04-30,296200,1,0.351,0.454,0.524,4.32e-05,0.0691,-7.128,0.0267,186.762,2,11,296200,1,0.0267,0.348
682,Novocaine For The Soul,Beautiful Freak,Eels,1996-08-13,188693,1,0.000578,0.409,0.717,0.0632,0.0827,-7.75,0.0395,169.212,0,7,188693,1,0.0395,0.311
683,Jesus to a Child,Older,George Michael,1996-05-13,411146,1,0.314,0.534,0.415,0.000365,0.0847,-11.781,0.0278,173.561,0,7,411147,0,0.0278,0.188
684,"No Woman, No Cry",The Score (Expanded Edition),Fugees,1996-02-13,273093,1,0.0134,0.846,0.326,3.97e-05,0.28,-13.909,0.152,88.988,0,11,273093,1,0.152,0.367
685,Coco Jamboo,We See The Same Sun,Mr. President,1996-05-17,218733,1,0.0791,0.832,0.838,0.0,0.152,-5.414,0.0421,100.021,0,7,218733,0,0.0421,0.965
686,Freed From Desire,Come Into My Life (The Album),Gala,1997-11-17,213394,1,0.587,0.704,0.861,0.0615,0.0992,-4.221,0.0493,128.99,0,8,213394,0,0.0493,0.636
687,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,284160,1,0.205,0.859,0.905,0.00837,0.322,-5.539,0.129,89.946,0,11,284160,0,0.129,0.731
688,Twisted,Keith Sweat,Keith Sweat,1996,260666,1,0.393,0.615,0.514,0.0,0.248,-9.759,0.0466,175.849,0,10,260667,1,0.0466,0.822
689,Pony,Ginuwine... The Bachelor,Ginuwine,1996-10-08,324800,1,0.0068,0.544,0.648,0.000919,0.503,-8.079,0.29,142.026,0,7,324800,0,0.29,0.956
690,"How Do You Want It (ft. KC, Jojo)",All Eyez On Me,2Pac,1996,287546,0,0.0346,0.763,0.84,0.0,0.0601,-3.704,0.0929,92.477,0,7,287547,1,0.0929,0.748
691,Hit Me Off,Home Again,New Edition,1996-01-01,261399,1,0.185,0.72,0.719,0.000128,0.522,-4.571,0.0882,88.987,0,4,261400,0,0.0882,0.899
692,Burden In My Hand,Down On The Upside,Soundgarden,1996-05-21,290106,1,0.00534,0.319,0.803,0.0126,0.177,-8.928,0.0394,183.031,0,9,290107,1,0.0394,0.589
693,We Gonna Take U Back (Lude) / Don't Leave Me,Another Level,Blackstreet,1996-09-09,317160,1,0.0778,0.794,0.589,0.0,0.249,-4.48,0.0395,81.821,0,8,317160,0,0.0395,0.672
694,Doin' It,Mr. Smith (Deluxe Edition),LL Cool J,1995-11-20,293933,1,0.365,0.801,0.55,0.0234,0.117,-11.044,0.209,94.994,0,9,293933,0,0.209,0.609
695,Ready or Not,The Score (Expanded Edition),Fugees,1996-02-13,226986,1,0.209,0.607,0.422,0.0,0.0839,-13.364,0.499,130.47,2,9,226987,0,0.499,0.563
696,Born Slippy (Nuxx) - Radio Edit,Born Slippy (Nuxx) [Radio Edit],Underworld,1995-01-01,264187,1,0.00107,0.542,0.966,0.128,0.0984,-8.255,0.0421,140.071,0,9,264187,1,0.0421,0.351
697,Why I Love You So Much,Miss Thang,Monica,1995-07-18,270266,1,0.0158,0.721,0.398,3.54e-05,0.0586,-8.932,0.0449,151.823,0,10,270267,0,0.0449,0.578
698,The Beautiful People,Antichrist Superstar,Marilyn Manson,1996,218826,1,0.000779,0.621,0.834,0.456,0.0611,-10.068,0.0557,143.973,0,9,218827,0,0.0557,0.937
699,Only You (feat. The Notorious B.I.G.) - Radio Mix,112,112,1996-08-27,260426,1,0.145,0.778,0.644,0.0,0.112,-7.6,0.0532,96.025,0,7,260427,1,0.0532,0.846
700,Believe,Believe,Cher,1998,239026,1,0.0082,0.652,0.917,0.0,0.0509,-6.72,0.0548,132.975,0,7,239027,1,0.0548,0.459
701,"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,1997-10-24,280000,1,0.732,0.428,0.276,5.33e-06,0.117,-11.729,0.0312,99.195,1,8,280000,1,0.0312,0.0382
702,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Armageddon - The Album,Various Artists,1998-06-23,298760,1,0.165,0.383,0.662,0.0,0.248,-5.162,0.0333,121.154,0,8,298760,1,0.0333,0.138
703,Save Tonight,Desireless,Eagle-Eye Cherry,1997-07-21,236040,1,0.000154,0.548,0.742,3.97e-05,0.109,-6.536,0.0337,119.496,0,11,236040,1,0.0337,0.583
704,You're Still The One,Come On Over,Shania Twain,1997-11-04,212200,1,0.363,0.585,0.494,0.0,0.0886,-8.751,0.0353,133.822,0,11,212200,1,0.0353,0.634
705,Kiss Me,Sixpence None the Richer,Sixpence None The Richer,1997-11-22,208680,1,0.023,0.526,0.749,1.76e-06,0.0692,-6.964,0.0283,99.982,0,11,208680,1,0.0283,0.421
706,Stop,Spiceworld,Spice Girls,1997-01-01,204753,1,0.287,0.722,0.845,0.0,0.0561,-4.446,0.0308,130.13,0,8,204754,0,0.0308,0.965
707,This Kiss,Faith,Faith Hill,1998-04-10,194306,1,0.175,0.398,0.804,0.0,0.181,-5.559,0.0451,186.752,0,10,194307,1,0.0451,0.709
708,C'est La Vie,C'est la Vie: The Collection,B*Witched,1998-03-25,173693,1,0.0978,0.705,0.936,0.000124,0.0506,-5.109,0.0306,109.004,0,4,173693,1,0.0306,0.938
709,Together Again,The Velvet Rope,Janet Jackson,1997-10-07,301200,1,0.078,0.873,0.593,0.00697,0.104,-8.942,0.103,123.091,0,4,301200,1,0.103,0.495
710,Man! I Feel Like A Woman!,Come On Over,Shania Twain,1997-11-04,234493,1,0.581,0.657,0.639,0.0,0.278,-7.527,0.0412,124.882,0,9,234493,1,0.0412,0.674
711,Iris,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,289533,1,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,2,10,289533,0,0.0362,0.497
712,How Do I Live,Greatest Hits,LeAnn Rimes,2003-11-18,266973,1,0.128,0.577,0.462,0.0,0.0822,-7.989,0.0279,128.303,0,8,266973,1,0.0279,0.258
713,You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,1998-01-01,300773,1,0.17,0.621,0.901,0.0,0.0875,-5.396,0.0302,113.967,0,8,300773,1,0.0302,0.744
714,Viva Forever,Spiceworld,Spice Girls,1997-01-01,310666,1,0.0648,0.473,0.698,0.231,0.136,-8.133,0.0349,168.817,0,7,310667,1,0.0349,0.21
715,"5, 6, 7, 8",Step One,Steps,1998-09-14,202266,1,0.00715,0.71,0.994,0.611,0.29,-4.899,0.0362,140.04,0,8,202267,1,0.0362,0.938
716,Crush,Flowers - The Hits Collection,Jennifer Paige,2003,200293,0,0.0324,0.73,0.698,0.0,0.0928,-5.629,0.0288,115.033,0,7,200293,0,0.0288,0.602
